var,var,var,var,PT2,PT2,PT2,PT2
0.0008,0.0006,0.0004,0.00025,0.0008,0.0006,0.0004,0.00025
-1582.426238,-1582.427895,-1582.430291,-1582.433183,-1582.439893,-1582.440584,-1582.441636,-1582.442799
